cbi,ccode,date,adv,mp,mps,yield10y_2day,yield2y_2day,tp10y_2day,tp2y_2day,ex_rate_regime,us_integ,kaopen,vuln_index,trade_open,fin_depth,dollar_exp,dollar_debt,mpu_level,mpu,us_yield,vix
0.068,1,10092,0,-0.0424,0.025600000000000005,NA,NA,NA,NA,3,2.75021,-0.234,3,23.3362,21.9335,66.62537,31.14802,-0.016086723235294698,-0.07638659,6.328,24.37
-0.0088,1,10134,0,-0.0209,-0.029699999999999997,NA,NA,NA,NA,3,2.75021,-0.234,3,23.3362,21.9335,66.62537,31.14802,-0.06921577323529471,-0.40493757,6.348,22.23
-0.0237,1,10177,0,0.0141,-0.0096,NA,NA,NA,NA,3,2.75021,-0.234,3,23.3362,21.9335,66.62537,31.14802,0.016148366764705324,1.0591887,5.934,36.38
0.016,1,10211,0,-0.0015,0.0145,NA,NA,NA,NA,3,2.75021,-0.234,3,23.3362,21.9335,66.62537,31.14802,2.2202676470528537e-4,-0.28049114000000003,5.85,27.37
-0.0074,1,10261,0,0.0138,0.0063999999999999994,NA,NA,NA,NA,3,2.72989,-0.234,3,23.35,24.1533,72.70891,35.17661,0.018436826764705372,-0.030786373,5.643,20.67
0.0013,1,10316,0,-0.0378,-0.0365,NA,NA,NA,NA,3,2.72989,-0.234,3,23.35,24.1533,72.70891,35.17661,-0.05911763323529462,-0.16252561,5.72,24.66
0.0138,1,10365,0,-0.0392,-0.0254,NA,NA,NA,NA,3,2.72989,-0.234,3,23.35,24.1533,72.70891,35.17661,-0.1086318132352947,-0.094593495,5.714,21.69
0.0035,1,10408,0,-0.0292,-0.0257,NA,NA,NA,NA,3,2.72989,-0.234,3,23.35,24.1533,72.70891,35.17661,-0.13449107323529463,-0.28747728,5.496,19.71
0.0294,1,10456,0,-0.0256,0.003799999999999998,NA,NA,NA,NA,3,2.72989,-0.234,3,23.35,24.1533,72.70891,35.17661,-0.13150771323529464,-0.26876512,5.477,31.86
-0.1048,1,10498,0,0.029,-0.0758,NA,NA,NA,NA,3,2.72989,-0.234,3,23.35,24.1533,72.70891,35.17661,0.11168376676470537,-1.492573,4.55,34.87
0.028,1,10514,0,-0.1912,-0.1632,NA,NA,NA,NA,3,2.72989,-0.234,3,23.35,24.1533,72.70891,35.17661,0.31788642676470524,-1.9237082,4.376,38.96
-0.0021,1,10547,0,-0.0153,-0.0174,NA,NA,NA,NA,3,2.72989,-0.234,3,23.35,24.1533,72.70891,35.17661,0.2807050267647053,-3.4640908,4.935,28.9
0.1053,1,10582,0,0.0113,0.11660000000000001,NA,NA,NA,NA,3,2.72989,-0.234,3,23.35,24.1533,72.70891,35.17661,0.3890259267647054,0.56194836,4.758,23.86
0.0258,1,10625,0,0.0126,0.038400000000000004,NA,NA,NA,NA,3,2.68418,-0.234,3,21.3827,24.8933,81.49215,40.39392,0.13982982676470534,-0.8498212,4.866,28.16
-0.0494,1,10680,0,0.04,-0.009399999999999999,NA,NA,NA,NA,3,2.68418,-0.234,3,21.3827,24.8933,81.49215,40.39392,0.012701026764705303,-0.7302244,5.203,23.54
