cbi,ccode,date,adv,mp,mps,yield10y_2day,yield2y_2day,tp10y_2day,tp2y_2day,ex_rate_regime,us_integ,kaopen,vuln_index,trade_open,fin_depth,dollar_exp,dollar_debt,mpu_level,mpu,us_yield,vix
0.0147,19,17562,0,-0.0021,0.0126,2.332973298889393,2.0633493611241556,0.23047707796355055,-0.40996418951103075,NA,NA,-1.202,NA,NA,NA,NA,NA,-0.49870257323529465,-0.034447607,2.723,14.79
-0.0797,19,17611,0,0.047,-0.03269999999999999,-0.5908840233697468,-0.03684344744467107,-0.918832112280463,-0.8969198183229196,NA,NA,-1.202,NA,NA,NA,NA,NA,-0.39282041323529465,-0.45170534,2.89,18.2
-0.009,19,17695,0,0.0141,0.0051,-0.34638136102301187,-0.3193277135588113,-0.0133822160322754,-0.2333746082014782,NA,NA,-1.202,NA,NA,NA,NA,NA,-0.3732405732352947,-0.96930474,2.975,12.34
-0.0108,19,17744,0,0.0033,-0.007500000000000001,-0.28525344905594996,-0.11053741422420488,-0.09075467454550973,-0.20204824785001782,NA,NA,-1.202,NA,NA,NA,NA,NA,-0.3979051332352947,0.1750888,2.998,12.83
-0.0071,19,17800,0,9e-4,-0.006200000000000001,-0.5908836158631022,-0.749193234361081,-0.008266558618743966,-0.43110318316600066,NA,NA,-1.202,NA,NA,NA,NA,NA,-0.3875063932352947,-0.27905762,3.047,12.42
-0.0183,19,17843,0,0.0111,-0.0072,-0.21393905274385186,-0.20879189597532355,-0.3039014977283163,-0.2826502833923881,NA,NA,-1.202,NA,NA,NA,NA,NA,-0.35134527323529463,-0.16865978,3.235,16.36
-0.0567,19,17884,0,0.084,0.027300000000000005,-0.3158191675057187,-0.15966453842217335,-0.23001816036474632,-0.26422635659069676,NA,NA,-1.202,NA,NA,NA,NA,NA,-0.3034091732352947,-0.69883347,2.779,25.58
0.0026,19,17926,0,-0.0653,-0.06269999999999999,-0.6316365419822012,-1.1053650536718127,0.0997765417959798,-0.45311925692421606,NA,NA,-1.202,NA,NA,NA,NA,NA,-0.3398612732352947,-0.6231344,2.698,19.13
-0.0096,19,17975,0,-0.0212,-0.0308,-0.33619379678536765,-0.41758513067247915,-0.19891011172462064,-0.0868172547572354,NA,NA,-1.202,NA,NA,NA,NA,NA,-0.4040042732352947,-0.25988245,2.537,13.56
-0.0012,19,18017,0,0.042,0.0408,-0.14262728484961126,-0.07369218591104162,-0.08489087337331915,-0.19420441115962506,NA,NA,-1.202,NA,NA,NA,NA,NA,-0.30044564323529466,-1.1831862,2.511,13.12
-0.0279,19,18066,0,-0.0712,-0.0991,-0.03056109324935285,0.1965074651163336,-0.2966531641359653,-0.171146735662419,NA,NA,-1.202,NA,NA,NA,NA,NA,-0.1143247132352947,-1.0109763,2.041,15.15
0.0672,2,9162,1,0.0392,0.1064,-0.38606398990620083,-0.5934666935861002,1.0882950522080794,1.8147456588693076,2,4.68722,1.465,NA,37.8016,69.9542,29.11322,14.89268,0.5591726267647052,-0.03276886,7.98,11.96
0.0269,2,9217,1,0.0236,0.0505,-2.724554855613411e-6,5.237998468664323e-6,0,0,2,4.68722,1.465,NA,37.8016,69.9542,29.11322,14.89268,0.5773087267647052,1.223193,7.466,11.83
-0.0502,2,9273,1,-0.0888,-0.139,-1.360887969265083,-2.7927641928529683,-0.040491762842813556,-0.7737443364150565,2,4.68722,1.465,NA,37.8016,69.9542,29.11322,14.89268,0.5870513267647053,0.9100812,6.769,11.68
-0.0434,2,9317,1,-0.1187,-0.1621,-0.8976064906520849,-4.421878054460985,4.631517893005554,2.220763416495205,2,4.68722,1.465,NA,37.8016,69.9542,29.11322,14.89268,0.7728420267647054,-3.2098045,6.29,12.1
-0.0045,2,9364,1,0.0216,0.0171,2.0654658334069063,1.8618438813109097,0.5377620138810328,3.98080041702167,2,4.68722,1.465,NA,37.8016,69.9542,29.11322,14.89268,0.5640807267647052,-0.8144298,6.853,13.42
0.0203,2,9399,1,0.0267,0.047,-0.4922348662950317,-0.5003686114392801,-0.13866259602276407,-1.252783262818731,2,4.68722,1.465,NA,37.8016,69.9542,29.11322,14.89268,0.5495130267647053,-0.49629506,6.414,13.22
0.0378,2,9449,1,-0.0417,-0.0039000000000000007,-1.3126329504887746,-0.6167380780795176,-0.43249566155572533,-2.2552020263969355,2,4.68722,1.465,NA,37.8016,69.9542,29.11322,14.89268,0.5262260267647054,-1.4817909,6.146,13.38
-0.0463,2,9483,1,-0.0337,-0.08,-1.544274201335304,-1.233469651341975,-0.3360936213837301,-2.5127455695380303,2,4.68722,1.465,NA,37.8016,69.9542,29.11322,14.89268,0.3822705267647053,-1.8010755,5.953,14.55
-0.0196,2,9526,1,-0.0373,-0.0569,0.3185054772577727,-0.3607330898337353,0.4286149863490189,0.09444998539126867,2,4.91098,1.465,NA,38.3323,71.6824,36.10085,19.40462,0.20019612676470544,-1.6083354,5.809,12.42
0.0254,2,9581,1,0.0375,0.0629,-1.2257676623906766,0.7796463689248666,-0.23293916075629306,1.3617226371979925,2,4.91098,1.465,NA,38.3323,71.6824,36.10085,19.40462,0.4589585267647054,0.596107,6.454,17.84
0.007,2,9637,1,-0.0133,-0.006299999999999999,-0.1351267928159179,-0.3374616006115996,0.7979066903025354,1.2330176299278652,2,4.91098,1.465,NA,38.3323,71.6824,36.10085,19.40462,0.3889023267647054,0.12576807,6.785,15.8
0.071,2,9680,1,0.0832,0.1542,3.2400111587798433e-6,-4.794100443247998e-6,0,0,2,4.91098,1.465,NA,38.3323,71.6824,36.10085,19.40462,0.4455362267647054,-0.4476959,6.872,14.19
-0.0068,2,9728,1,-1e-4,-0.0069,2.798191332470063e-6,2.441439954346486e-6,0,0,2,4.91098,1.465,NA,38.3323,71.6824,36.10085,19.40462,0.3420026267647054,-0.5557164,6.714,15.27
-0.07,2,9763,1,-0.0582,-0.1282,-4.565470155124249e-6,1.3760842744324325e-6,0,0,2,4.91098,1.465,NA,38.3323,71.6824,36.10085,19.40462,0.36273022676470523,-0.317305,6.915,16.46
3e-4,2,9813,1,-0.0296,-0.0293,-0.18338367437007108,-1.908762230754702e-6,-0.19266256246469265,-0.05062534210533892,2,4.91098,1.465,NA,38.3323,71.6824,36.10085,19.40462,0.29241692676470543,-0.50934273,6.352,15.36
0.0468,2,9847,1,-0.003,0.0438,0.21233715856909133,0.5236455698278172,1.5370766213306075,1.9474700368522053,2,4.91098,1.465,NA,38.3323,71.6824,36.10085,19.40462,0.26215612676470523,-0.94801223,6.554,21.99
-0.0175,2,9897,1,0.0181,5.999999999999998e-4,0.6563136762517708,1.9200291790024548,-0.5940663716734006,0.9251898891884088,2,4.54112,1.465,NA,38.0748,75.5051,35.14826,18.23444,0.18088112676470525,0.11156467,6.629,19.43
0.0192,2,9945,1,0.0335,0.0527,0.49224089860670517,-0.13963557978816607,0.22588328143576558,-0.2254047200151586,2,4.54112,1.465,NA,38.0748,75.5051,35.14826,18.23444,0.14882272676470532,-1.5009727,6.981,20.06
-0.0083,2,10001,1,-0.0424,-0.0507,0.20268665670216088,0.13963687144235873,0.0680064083473295,-0.33117095210836583,2,4.54112,1.465,NA,38.0748,75.5051,35.14826,18.23444,0.05432478676470531,-1.1594378,6.814,21.48
0.0042,2,10044,1,-0.0849,-0.08070000000000001,-0.8203928433213611,0.011634437829393692,-0.4624155125637874,0.49413057878267913,2,4.54112,1.465,NA,38.0748,75.5051,35.14826,18.23444,-0.007257303235294721,-1.4512727,6.544,21
0.068,2,10092,1,-0.0424,0.025600000000000005,0.5501446722924834,1.0938313020610355,-0.026715186325650987,0.9365065470828831,2,4.54112,1.465,NA,38.0748,75.5051,35.14826,18.23444,-0.016086723235294698,-0.07638659,6.328,24.37
-0.0088,2,10134,1,-0.0209,-0.029699999999999997,-0.11582089567082748,2.0419315452874053e-6,-0.05543129373771233,-0.055094986080508813,2,4.54112,1.465,NA,38.0748,75.5051,35.14826,18.23444,-0.06921577323529471,-0.40493757,6.348,22.23
-0.0237,2,10177,1,0.0141,-0.0096,-0.6563138692857444,-0.4770957491072818,-0.27653818051259094,-0.4204183014195969,2,4.54112,1.465,NA,38.0748,75.5051,35.14826,18.23444,0.016148366764705324,1.0591887,5.934,36.38
0.016,2,10211,1,-0.0015,0.0145,1.1388989961980414,1.1985614749503064,0.5176848653157118,0.29713204169308854,2,4.54112,1.465,NA,38.0748,75.5051,35.14826,18.23444,2.2202676470528537e-4,-0.28049114000000003,5.85,27.37
-0.0074,2,10261,1,0.0138,0.0063999999999999994,0.6370122574948668,0.6167380780795176,0.3024833530293761,0.7008123368454787,2,5.08789,1.465,NA,40.0704,79.2644,43.17922,20.83266,0.018436826764705372,-0.030786373,5.643,20.67
0.0013,2,10316,1,-0.0378,-0.0365,-0.598404980199667,-0.5934648899248403,-0.331160956711276,-0.3413898131109507,2,5.08789,1.465,NA,40.0704,79.2644,43.17922,20.83266,-0.05911763323529462,-0.16252561,5.72,24.66
0.0138,2,10365,1,-0.0392,-0.0254,-0.743179446934803,-0.6051016585500428,-0.42677600434857255,-0.04580798616643656,2,5.08789,1.465,NA,40.0704,79.2644,43.17922,20.83266,-0.1086318132352947,-0.094593495,5.714,21.69
0.0035,2,10408,1,-0.0292,-0.0257,-0.0193052002924459,0.8261931641490948,-1.0276915735048204,-0.7998208448246854,2,5.08789,1.465,NA,40.0704,79.2644,43.17922,20.83266,-0.13449107323529463,-0.28747728,5.496,19.71
0.0294,2,10456,1,-0.0256,0.003799999999999998,0.8590022439902698,0.37237126647837315,0.4226405342649428,0.0868497103357394,2,5.08789,1.465,NA,40.0704,79.2644,43.17922,20.83266,-0.13150771323529464,-0.26876512,5.477,31.86
-0.1048,2,10498,1,0.029,-0.0758,-1.7855636762478753,-1.326561321763929,-1.374030508003607,-2.556352029414951,2,5.08789,1.465,NA,40.0704,79.2644,43.17922,20.83266,0.11168376676470537,-1.492573,4.55,34.87
0.028,2,10514,1,-0.1912,-0.1632,-2.0268551780171693,-2.1411181362026945,-0.6699898399976715,-2.327253420100234,2,5.08789,1.465,NA,40.0704,79.2644,43.17922,20.83266,0.31788642676470524,-1.9237082,4.376,38.96
-0.0021,2,10547,1,-0.0153,-0.0174,-0.25094305567138014,-0.7098252102570108,0.6983905823485194,0.355931092272195,2,5.08789,1.465,NA,40.0704,79.2644,43.17922,20.83266,0.2807050267647053,-3.4640908,4.935,28.9
0.1053,2,10582,1,0.0113,0.11660000000000001,0.9941250603063326,1.210197068286559,0.2345949997366789,0.8741012653161729,2,5.08789,1.465,NA,40.0704,79.2644,43.17922,20.83266,0.3890259267647054,0.56194836,4.758,23.86
0.0258,2,10625,1,0.0126,0.038400000000000004,1.5249699353272899,1.210196079181997,1.1283830929816197,2.004993402545942,2,5.28783,1.465,NA,39.1346,84.2803,52.93691,24.02273,0.13982982676470534,-0.8498212,4.866,28.16
-0.0494,2,10680,1,0.04,-0.009399999999999999,-1.1292509651659721,-0.9541949309892199,-0.06042510424108603,0.13055495231773853,2,5.28783,1.465,NA,39.1346,84.2803,52.93691,24.02273,0.012701026764705303,-0.7302244,5.203,23.54
0.0202,2,10729,1,0.0076,0.0278,-0.7528312421293561,-0.09309352062931091,0.9471378069744617,-0.34236021296560787,2,5.28783,1.465,NA,39.1346,84.2803,52.93691,24.02273,0.024414926764705358,-0.5104599,5.729,27.28
0.0064,2,10772,1,-0.0856,-0.07919999999999999,-0.36676342049878036,-0.8494654562914045,0.4710329236083127,0.618054245058725,2,5.28783,1.465,NA,39.1346,84.2803,52.93691,24.02273,0.21121722676470522,-1.7687718,5.86,22.51
-0.0194,2,10827,1,-0.0287,-0.048100000000000004,-1.9110358555732263,-1.338198835126684,-1.496306306313507,-1.4383760454545056,2,5.28783,1.465,NA,39.1346,84.2803,52.93691,24.02273,0.30780332676470534,-2.257193,5.91,22.55
0.0796,2,10869,1,0.0081,0.0877,1.0809887076156557,1.6989318435047496,0.6521949973304224,1.4412062996609927,2,5.28783,1.465,NA,39.1346,84.2803,52.93691,24.02273,0.2582981267647053,0.34507468,6.149,24.46
0.0503,2,10911,1,0.005,0.055299999999999995,1.0616854067775094,1.9316645396082222,0.31237584985547595,1.2191548620399641,2,5.28783,1.465,NA,39.1346,84.2803,52.93691,24.02273,0.1412235267647053,-0.9280051,6.026,22.74
0.0113,2,10946,1,-0.01,0.001299999999999999,0.31850429009883535,0.3607307508923594,-0.07243289344976488,0.06355881486238871,2,5.28783,1.465,NA,39.1346,84.2803,52.93691,24.02273,0.20605812676470525,-0.4045138,6.473,23.78
-0.0013,2,10989,1,0.0087,0.0073999999999999995,-1.5153171749628689,-0.7331013773618984,-1.632724583416271,-2.0334161058217988,2,4.96234,1.465,NA,41.029,87.7358,56.8069799999999,27.42426,0.21218632676470528,-0.18109997,6.665,23.45
0.0219,2,11037,1,-0.0475,-0.0256,-0.2895519641036564,0.8494667363090729,-1.2221943053598716,-0.3650617605619063,2,4.96234,1.465,NA,41.029,87.7358,56.8069799999999,27.42426,0.10938028676470535,-1.5000111,6.391,22.96
0.0124,2,11093,1,0.0266,0.039,0.9458668564694607,1.698932541696205,0.1853660419549955,0.7946334984232836,2,4.96234,1.465,NA,41.029,87.7358,56.8069799999999,27.42426,0.14392762676470539,-0.52963287,6.659,24.86
-0.0415,2,11136,1,-7e-4,-0.0422,-0.8010926310267917,-1.0821955923595403,-0.5297543703024681,-0.7457366470049005,2,4.96234,1.465,NA,41.029,87.7358,56.8069799999999,27.42426,0.07407048676470529,-0.7457509,6.351,21.8
0.0013,2,11191,1,-0.0221,-0.020800000000000003,-0.3378073689479119,2.0419315452874053e-6,-0.448729656435566,-0.09931324087859904,2,4.96234,1.465,NA,41.029,87.7358,56.8069799999999,27.42426,-7.827732352946315e-4,-0.22079422,5.75,17.35
0.0281,2,11233,1,-0.0034,0.0247,0.7045746790812594,-0.3723691020848611,1.194720667553364,-0.09456787559895477,2,4.96234,1.465,NA,41.029,87.7358,56.8069799999999,27.42426,0.04788998676470535,-0.578235,5.901,21.23
-0.0157,2,11276,1,-0.0063,-0.022,-1.2161145159583084,-0.8261910812112525,-0.8087299393347858,-0.14153549300620294,2,4.96234,1.465,NA,41.029,87.7358,56.8069799999999,27.42426,0.04393897676470537,-0.30757183,5.759,26.81
-0.1018,2,11310,1,0.0231,-0.0787,-0.8107407585758475,0.03491214677374547,0.0656336423361852,-0.58773065535609,2,4.96234,1.465,NA,41.029,87.7358,56.8069799999999,27.42426,0.15508722676470543,-0.02909133,5.219,27.7
-0.0355,2,11325,1,-0.1345,-0.17,1.2450693224400475,-1.5592966942679811,1.9424547670622976,-0.21121548268957824,2,4.74366,1.465,NA,44.3652,88.6518,65.45719,29.67166,0.13786612676470522,1.3301734,5.176,29.99
-0.0122,2,11353,1,-0.0498,-0.062,-0.3860665958648437,-0.12800083591818437,-1.169823285891597,0.09967275973471916,2,4.74366,1.465,NA,44.3652,88.6518,65.45719,29.67166,0.1392583267647054,-0.08378907,5.262,22.57
-0.156,2,11401,1,0.0387,-0.1173,0.9748230141890145,0.24436741670040593,0.8781810402387511,0.19119780185107688,2,4.74366,1.465,NA,44.3652,88.6518,65.45719,29.67166,0.23941872676470544,-0.5584546,4.823,29.78
0.0103,2,11430,1,-0.1726,-0.1623,2.113722975556924,-0.523642265054928,5.454036753912941,3.9624706742776383,2,4.74366,1.465,NA,44.3652,88.6518,65.45719,29.67166,0.18938512676470531,0.19496258,5.228,25.61
0.0252,2,11457,1,-0.0977,-0.0725,1.0906405028102089,0.2560035336802501,1.4547614331088685,0.07726219115603351,2,4.74366,1.465,NA,44.3652,88.6518,65.45719,29.67166,0.1715353267647053,-0.30579826,5.663,24.26
0.1101,2,11500,1,0.0744,0.1845,1.302980093607367,2.432034035423346,-0.43823685326632605,3.2469901407161452,2,4.74366,1.465,NA,44.3652,88.6518,65.45719,29.67166,0.1281969267647054,-0.468718,5.328,21.2
-0.02,2,11555,1,-0.0032,-0.023200000000000002,-0.22198719715448526,-8.434065042945514e-7,-0.6289324615953933,-0.01931706397067298,2,4.74366,1.465,NA,44.3652,88.6518,65.45719,29.67166,0.15404672676470543,-0.71025133,4.977,22.87
0.0227,2,11597,1,-0.1054,-0.0827,-0.08686679376309189,0.8261949678103548,-1.4717551675501428,0.49771773238019545,2,4.74366,1.465,NA,44.3652,88.6518,65.45719,29.67166,0.21646332676470537,-0.5894039,4.653,32.32
-0.0461,2,11632,1,-0.094,-0.1401,-1.3898427757468224,-2.0363913960880797,-0.08733505480934634,-1.3375018566850645,2,4.74366,1.465,NA,44.3652,88.6518,65.45719,29.67166,0.33252872676470524,-0.8410734,4.408,30.5
-0.0396,2,11667,1,-0.0288,-0.0684,-1.216112103033639,-0.9658340734653712,-0.2653491013979458,0.28612117737133214,2,4.74366,1.465,NA,44.3652,88.6518,65.45719,29.67166,0.4893709267647053,-1.9460757,5.253,25.62
0.1099,2,11717,1,-0.0139,0.096,0.7624861741259796,1.943301762057871,0.5678086781317196,1.3505264311099343,2,5.00757,1.465,NA,41.5573,91.4829,63.73806,29.83488,0.3308082267647052,1.6604905,5.18,24.35
0.0052,2,11765,1,0.0342,0.039400000000000004,0.18338002602797096,0.709828328845512,-0.23760004612651953,-0.0737382711244428,2,5.00757,1.465,NA,41.5573,91.4829,63.73806,29.83488,0.43406212676470535,-0.054662183,5.468,18.93
0.1004,2,11814,1,-0.0337,0.06670000000000001,1.2064627207637553,3.10695465333816,-1.121567854850262,1.1365743095321725,2,5.00757,1.465,NA,41.5573,91.4829,63.73806,29.83488,0.2992389267647053,1.3169212,5.236,22.56
0.0053,2,11864,1,-0.057,-0.0517,1.7759115915023618,2.048030014920639,0.9902487999777188,1.6153768510819773,2,5.00757,1.465,NA,41.5573,91.4829,63.73806,29.83488,0.45821592676470524,0.9488479,4.941,27.84
0.0111,2,11912,1,-0.0139,-0.0027999999999999987,-0.4053701476471555,0.2560026027583094,-0.36182703003401073,0.1568925752524703,2,5.00757,1.465,NA,41.5573,91.4829,63.73806,29.83488,0.6159299267647054,-1.1730915,4.261,37.05
-0.0019,2,11954,1,0.0136,0.011699999999999999,1.2547213106685744,0.7098301557798206,1.0423842412874096,0.5299959686644624,2,5.00757,1.465,NA,41.5573,91.4829,63.73806,29.83488,0.5743857267647052,-0.82992226,3.859,39.68
-0.0352,2,11997,1,0.0075,-0.027700000000000002,-1.9979035565959937,-0.8727388539035186,-2.2852558495698334,-1.7080502042941068,2,5.00757,1.465,NA,41.5573,91.4829,63.73806,29.83488,0.30503402676470537,-2.3996093,4.279,31.23
0.0205,2,12031,1,-0.0339,-0.013399999999999999,-0.5211921725667283,-0.11636790734598697,-0.6482418438434743,-0.24597450311423855,2,5.00757,1.465,NA,41.5573,91.4829,63.73806,29.83488,0.34149752676470535,-0.79916257,4.26,30.78
-0.0363,2,12081,1,0.0356,-6.999999999999992e-4,0.12547433165415592,0.27927701274803396,-0.049347563785235034,0.14642532780468853,2,4.39566,1.465,NA,40.2961,99.4006,68.84672,30.67771,0.2555267267647052,-1.0194263,4.259,31.93
0.0432,2,12129,1,-0.0172,0.026000000000000002,1.9689463371895852,1.698931145313294,1.8329949905265248,1.919970700560394,2,4.39566,1.465,NA,40.2961,99.4006,68.84672,30.67771,0.22636442676470536,0.85033685,4.094,31.75
-0.0183,2,12178,1,-0.0319,-0.050199999999999995,-2.181283901130021,-1.2218338834578586,-1.9523748873273152,-1.3593768055760542,2,4.39566,1.465,NA,40.2961,99.4006,68.84672,30.67771,0.03825962676470529,-2.1099482,3.99,21.13
0.0811,2,12228,1,0.0947,0.1758,3.069239793398189,3.3629572560964696,1.4839084357708663,1.5500932796839293,2,4.39566,1.465,NA,40.2961,99.4006,68.84672,30.67771,-0.22898521323529464,1.5657978,3.601,20.75
0.0086,2,12276,1,-0.015,-0.0063999999999999994,1.1775076826412478,0.6283743579707014,1.0460526111778115,0.4360009874292203,2,4.39566,1.465,NA,40.2961,99.4006,68.84672,30.67771,0.16988442676470528,0.45458573,4.658,19.75
0.0187,2,12311,1,-0.0221,-0.0034000000000000002,-0.24129054625112478,-0.16290903558290148,-0.16582451073039697,-0.06641805015127371,2,4.39566,1.465,NA,40.2961,99.4006,68.84672,30.67771,0.18795412676470535,0.018817352,4.495,19.28
0.0159,2,12353,1,-0.0529,-0.037000000000000005,-0.32815579574242826,-0.31418708589315664,-0.21004463990109698,-0.08996486285043231,2,4.39566,1.465,NA,40.2961,99.4006,68.84672,30.67771,0.41137572676470535,-1.0353277,4.328,18.05
-0.013,2,12395,1,0.0045,-0.0085,1.100291911936815,0.22109218051745902,0.9067683547917259,0.14582196450996812,2,4.39566,1.465,NA,40.2961,99.4006,68.84672,30.67771,0.38848322676470537,-0.2778597,4.519,16.54
0.0276,2,12445,1,0.0655,0.0931,1.1389021812586049,1.6872960174380118,0.3101331647839949,0.651507068077693,2,3.79174,1.465,NA,37.1207,102.975,68.62799,29.34475,0.2062097267647054,1.9372894,4.414,15.35
0.0205,2,12493,1,-0.0571,-0.036599999999999994,0.019304685856906385,0.011636435820608823,0.0580255830105277,0.037548868789354754,2,3.79174,1.465,NA,37.1207,102.975,68.62799,29.34475,0.15443132676470528,-0.18759863,3.902,21.13
4e-4,2,12542,1,0.0016,0.002,0.328157629565177,-0.08145300504329717,0.48106811620450324,0.0913565926624972,2,3.79174,1.465,NA,37.1207,102.975,68.62799,29.34475,0.3419444267647054,-0.22422875,4.82,16.62
-0.0875,2,12599,1,-0.0568,-0.14429999999999998,-0.32815823762219365,0.13964002494043268,-0.5190675001259752,0.10135006784829975,2,3.79174,1.465,NA,37.1207,102.975,68.62799,29.34475,0.2929407267647053,-2.0032094,4.848,15.47
0.0418,2,12640,1,-0.0084,0.0334,-0.10616780714865146,0.1745476427789369,-0.13436293366207283,0.1629601788056335,2,3.79174,1.465,NA,37.1207,102.975,68.62799,29.34475,0.19992362676470532,-0.45648822,4.514,18.89
-0.0055,2,12682,1,0.0322,0.0267,-0.16407773861818595,0.023273849109255337,-0.19043006044909883,0.0031113095354071427,2,3.79174,1.465,NA,37.1207,102.975,68.62799,29.34475,0.04947992676470536,-0.811825,4.244,14.43
0.0254,2,12732,1,-0.0066,0.018799999999999997,0.14477338574488394,0.8494684817877116,-0.30940051671079866,0.3717467486393667,2,3.79174,1.465,NA,37.1207,102.975,68.62799,29.34475,-0.0023660732352946967,-0.29996192,4.435,13.61
0.0069,2,12766,1,-0.0131,-0.006200000000000001,-0.5790997490217854,-0.8727380393468205,-0.1016567344877621,-0.3835408838875736,2,3.79174,1.465,NA,37.1207,102.975,68.62799,29.34475,-0.009935643235294722,-0.2242495,4.29,12.54
0.0246,2,12816,1,0.009,0.0336,0.11581931279224436,0.24436550831042758,-0.046167972978122286,0.06770875010259643,2,3.54711,1.465,NA,39.2712,108.794,63.0481,28.23754,-0.08127207323529462,-0.53856295,4.285,12.03
0.0202,2,12864,1,0.0619,0.08209999999999999,1.251822519487754e-6,0.011634127134195997,0.027175712178412872,-0.13366176619652043,2,3.54711,1.465,NA,39.2712,108.794,63.0481,28.23754,-0.07813697323529467,0.4540286,4.782,13.61
0.017,2,12906,1,-0.0347,-0.0177,-0.25094224492869127,-0.25600454605786055,-0.1373412780275675,-0.23840042378389475,2,3.54711,1.465,NA,39.2712,108.794,63.0481,28.23754,-0.05870707323529467,-0.3148291,4.275,15.12
0.0239,2,12964,1,0.0515,0.0754,0.6949222082677987,0.9425589303746182,0.5184803595621819,0.6871907776956131,2,3.54711,1.465,NA,39.2712,108.794,63.0481,28.23754,-0.11217000323529469,0.054536242,4.05,11.77
0.0025,2,13004,1,-0.0194,-0.016900000000000002,0.2605972541389041,0.2094550860695772,0.06681075420132275,-0.05022956275125838,2,3.54711,1.465,NA,39.2712,108.794,63.0481,28.23754,-0.16994207323529464,0.007944775,4.52,13.21
-0.0177,2,13046,1,0.0511,0.0334,-1.023079287686151,-0.7447384834463046,-0.7802644984824011,-0.5232889098639687,2,3.54711,1.465,NA,39.2712,108.794,63.0481,28.23754,-0.06769480323529464,-0.59202945,4.383,12.14
0.0216,2,13088,1,0.0091,0.0307,0.32815644240623965,0.13964002494043268,0.5268693357858352,-0.007789667722148291,2,3.54711,1.465,NA,39.2712,108.794,63.0481,28.23754,-0.10387507323529466,-0.46699184,4.682,15.32
-0.0019,2,13130,1,-0.0448,-0.0467,-1.4187982578474685,-1.0123750504274702,-1.0943073772807956,-0.7582623126629541,2,3.54711,1.465,NA,39.2712,108.794,63.0481,28.23754,-0.07007147323529472,-0.37094778,4.603,11.47
0.0284,2,13179,1,0.0086,0.037000000000000005,0.3957199353311854,0.4654625994411236,0.13879434880742375,0.20103245936860073,2,3.68112,1.465,NA,41.6042,113.961,75.47898,34.82663,-0.11123487323529468,-0.19057384,4.585,12.39
0.0322,2,13235,1,0.0445,0.07669999999999999,0.9941250603063326,0.7680116483279334,0.84276845648444,0.8027108309221469,2,3.68112,1.465,NA,41.6042,113.961,75.47898,34.82663,-0.1327014732352947,-0.0705621,4.874,11.46
-0.0243,2,13278,1,0.0239,-3.999999999999976e-4,0.08686521088450877,-0.1396364292544369,0.5315546623900147,0.6324242908618736,2,3.68112,1.465,NA,41.6042,113.961,75.47898,34.82663,-0.13912977323529463,-0.25993726,5.254,11.99
-0.0109,2,13328,1,-0.0749,-0.08579999999999999,-1.2643736849650482,-1.3963816309655137,-0.7261263578511675,-0.9319686088223457,2,3.68112,1.465,NA,41.6042,113.961,75.47898,34.82663,-0.09950932323529471,-0.026612477,5.287,15.79
-0.0344,2,13368,1,0.0171,-0.0173,0.9265623009104864,0.95419249895565,0.42743193753432024,0.3165861417514614,2,3.68112,1.465,NA,41.6042,113.961,75.47898,34.82663,-0.1048243732352947,-0.765478,5.001,15.23
-0.0406,2,13411,1,-0.0379,-0.0785,-0.743179446934803,-0.8960142297247565,-0.01457943448091226,-0.1901583274623182,2,3.68112,1.465,NA,41.6042,113.961,75.47898,34.82663,-0.07919187323529464,-0.050552,4.809,11.98
-0.0253,2,13446,1,-0.0371,-0.0624,-1.1678536675559987,-0.7098284219377061,-0.9062978634129087,-0.36178920557868677,2,3.68112,1.465,NA,41.6042,113.961,75.47898,34.82663,-0.09698757323529472,0.2206505,4.823,10.78
0.0071,2,13494,1,0.0107,0.0178,0.7528315799388099,0.8611030278367808,0.5594618779977484,0.8313432569210205,2,3.68112,1.465,NA,41.6042,113.961,75.47898,34.82663,-0.039255073235294646,-0.42958236,4.551,10.71
0.0207,2,13544,1,-0.0272,-0.006499999999999999,0.08686359422498027,0.24436467048068097,0.0062097067026567875,0.042375645832150984,2,3.51274,1.465,NA,42.0514,120.781,72.96072,31.23119,-0.19256004323529463,-0.41312978,4.873,10.96
0.0186,2,13593,1,-0.0375,-0.0189,0.42467322649623207,0.02327340459402867,0.27554225484893846,-0.15577926056453112,2,3.51274,1.465,NA,42.0514,120.781,72.96072,31.23119,-0.06719197323529469,0.23763944,4.61299999999999,13.27
-0.0122,2,13642,1,0.0162,0.003999999999999998,0.24129460961626803,0.7563714003819776,0.031817704750268044,0.5344184678897796,2,3.51274,1.465,NA,42.0514,120.781,72.96072,31.23119,-0.1255674732352947,-0.47139096,4.771,13.21
-0.0018,2,13692,1,0.0039,0.0021,-0.3474606312006641,-0.10472881141593274,-0.36344548997995996,-0.14329918932970237,2,3.51274,1.465,NA,42.0514,120.781,72.96072,31.23119,-0.14223187323529463,-0.037899923,5.237,15.53
0.0694,2,13732,1,0.0135,0.0829,0.9941233230005707,0.4770994727950445,0.5447439995525432,-0.156386154593746,2,3.51274,1.465,NA,42.0514,120.781,72.96072,31.23119,0.09490452676470529,-1.1405864,4.912,22.94
